name_id,name_en
"patung-patung kaca","glass figurines"
"botol kaca [wadah]","glass flasks [containers]"
"kaca untuk lampu sinyal lalu lintas [produk setengah jadi]","glass for traffic signal lights [semi-finished product]"
"kaca untuk jendela kendaraan [produk setengah jadi]","glass for vehicle windows [semi-finished product]"
"mangkuk kaca ikan mas","glass goldfish bowls"
"kaca dengan konduktor listrik halus","glass incorporating fine electrical conductors"
"stoples kaca [carboys]","glass jars [carboys]"
"stoples kaca untuk selai dan jeli","glass jars for jams and jellies"
"tutup kaca untuk wadah kemasan industri","glass lids for industrial packaging containers"
"mosaik kaca, bukan untuk bangunan","glass mosaics, not for buildings"
"gelas kaca","glass mugs"
"ornamen kaca","glass ornaments"
"batang kaca","glass rods"
"batang kaca, bukan untuk bangunan","glass rods, not for building"
"patung kaca","glass statues"
"benang kaca, selain untuk penggunaan tekstil","glass thread, other than for textile use"
"tabung gelas untuk keperluan rumah tangga","glass tubes for household purposes"
"tabung gelas untuk menyimpan rempah-rempah","glass tubes for storing spices"
"kaca, tidak dikerjakan atau setengah dikerjakan, kecuali kaca bangunan","glass, unworked or semi-worked, except building glass"
"botol kaca untuk obat, kosong","glass vials for medication, empty"
"barang pecah belah, porselen dan gerabah","glassware, porcelain and earthenware"
"wol kaca, selain untuk isolasi","glass wool, other than for insulation"
"penggosok kulit","polishing leather"
"bahan polishing untuk membuat mengkilap, kecuali preparasi, kertas dan batu","polishing materials for making shiny, except preparations, paper and stone"
"kaleng popcorn, kosong, untuk keperluan rumah tangga","popcorn tins, empty, for household purposes"
"patung porselen","porcelain busts"
"telur porselen","porcelain eggs"
"patung-patung porselen","porcelain figurines"
"guci porselen","porcelain jars"
"guci porselen untuk selai dan jeli","porcelain jars for jams and jellies"
"mug porselen","porcelain mugs"
"stoples rempah-rempah porselen","porcelain spice jars"
"patung porselen","porcelain statues"
"barang porselen","porcelain ware"
"pendingin minuman portabel, non-listrik","portable beverage coolers, non-electric"
"kotak pendingin portabel, non-listrik","portable cool boxes, non-electric"
"wadah plastik portabel untuk keperluan rumah tangga dan dapur","portable plastic containers for household and kitchen use"
"panci dan wajan portabel untuk berkemah","portable pots and pans for camping"
"piring dari logam mulia","saucers of precious metal"
"ember sauna","sauna buckets"
dilewati,"sauté pans"
"rol serat","lint rollers"
"kuas bibir","lip brushes"
"gelas minuman keras","liqueur glasses"
"set minuman keras","liqueur sets"
"minuman keras","liquor pourers"
"kacamata port","port glasses"
"pencakar panci dan wajan","pot and pan scrapers"
"ricers kentang","potato ricers"
"sikat pembersih pot","pot cleaning brushes"
"bahan tebal untuk memegang wadah panas",potholders
"Tutup periuk","pot lids"
"hidangan bunga rampai","potpourri dishes"
pot,pots
"pot untuk memasak nasi, bukan listrik","pots for cooking rice, non-electric"
"pot yang terbuat dari tanah liat","pots made of fired clay"
"pot pot [trivets]","pot stands [trivets]"
tembikar,pottery
"pispot untuk anak-anak","potties for children"
"pispot untuk anjing","potties for dogs"
"cincin unggas","poultry rings"
"menuang dan menuangkan semburan untuk keperluan rumah tangga","pouring and straining spouts for household purposes"
"menuangkan cerat untuk keperluan rumah tangga","pouring spouts for household purposes"
"wadah bedak padat","powder compacts"
"Wadah bedak padat, bukan dari logam mulia","powder compacts, not of precious metal"
"Wadah bedak padat, bukan dari logam mulia, dijual kosong","powder compacts, not of precious metal, sold empty"
"Wadah bedak padat dari logam mulia","powder compacts of precious metal"
"compact powder dari logam mulia dijual kosong","powder compacts of precious metal sold empty"
"tempat bedak dijual kosong","powder compacts sold empty"
"kaca bubuk untuk dekorasi","powdered glass for decoration"
"sikat untuk celak mata","eye shadow tips"
"tatakan gelas dari keramik",-
"tempat tusuk gigi",-
"kotak tisu","boxes for tissues"
"alat masak bukan listrik",-
"perkakas-perkakas kecil dan wadah-wadah kecil yang dapat dibawa untuk rumah tangga dan dapur (bukan dari logam mulia atau bukan dari sepihan logam mulia)",-
"dispenser aerosol, bukan untuk keperluan medis","aerosol dispensers, not for medical purposes"
"tongkat aplikator untuk merias wajah","applicator sticks for applying make-up"
"diffuser minyak aromatik, selain reed diffusers","aromatic oil diffusers, other than reed diffusers"
"Wadah botol kecil dari logam mulia","cruets of precious metal"
"Wadah perlengkapan mandi terpasang","Vanity cases (Fitted -)"
"terakota (campuran tanah liat dan pasir) atau gelas",-
"botol besar dari kaca/wadah botol besar dibalut anyaman sebagai pelindung",-
"wadah makanan dan minuman yang terbuat dari plastik (berbahan singkong) dan bio-plastik",-
"Kotak terbuat dari kain",-
"Wadah untuk menampung dan mengeluarkan (dispensing) sediaan-sediaan perawatan kulit dan perawatan rambut untuk keperluan kosmetik dan rumah tangga","containers for dispensing skin care and hair care preparations for commercial and household purposes"
"Sikat gigi jari","finger toothbrush"
"pembakar dupa","incense burners"
"vivarium serangga dalam ruangan","indoor insect vivariums"
"terarium dalam ruangan [penanaman tanaman]","indoor terrariums [plant cultivation]"
"wadah minuman terisolasi","insulated beverage containers"
"wadah dapur","kitchen containers"
"toples dapur","kitchen jars"
"kotedai â€‹â€‹[papan setrika gaya Jepang]","kotedai [Japanese-style ironing boards]"
"keranjang cucian untuk keperluan rumah tangga","laundry baskets for household purposes"
"sikat serat","lint brushes"
"cina dekoratif","decorative china"
"benda-benda dekoratif [ornamen] terbuat dari kaca","decorative objects [ornaments] made of glass"
"kit perawatan gigi yang terdiri dari sikat gigi dan benang","dental care kits comprising toothbrushes and floss"
"pita gigi","dental tape"
"patung desktop dari porselen, keramik, gerabah atau kaca","desktop statuary of porcelain, ceramic, earthenware or glass"
"dispenser untuk sabun cair untuk keperluan rumah tangga","dispensers for liquid soap for household purposes"
"nampan saji sekali pakai untuk keperluan rumah tangga","disposable serving trays for domestic purposes"
"cangkir dinding ganda dengan tutup dan sedotan","double wall cups with lids and straws"
"minum dispenser jerami","drinking straw dispensers"
"minum palung untuk ternak","drinking troughs for livestock"
"rak pengeringan untuk binatu","drying racks for laundry"
"Oven Belanda","Dutch ovens"
"dispenser pribadi untuk pil atau kapsul untuk keperluan rumah tangga","personal dispensers for pills or capsules for domestic use"
"corong pai","pie funnels"
"celengan babi","piggy banks"
"piring lilin pilar","pillar candle plates"
"gelas pilsner","pilsner glasses"
"alas piring, bukan dari kertas atau tekstil","place mats, not of paper or textile"
"tempatkan tikar kayu","place mats of wood"
Corong,-
Gerabah,-
"lilin dengan perlindungan angin","candlesticks with wind protection"
"pembersih karpet, non-listrik","carpet cleaners, non-electric"
"rambut ternak untuk sikat","cattle hair for brushes"
"kulit chamois untuk dibersihkan","chamois leather for cleaning"
"patung-patung cina","china figurines"
"sikat untuk digunakan dengan lilin ski dan snowboard","brushes for use with ski and snowboard wax"
"kandang untuk hewan peliharaan rumah tangga","cages for household pets"
"bagian atas kue dari porselen","cake toppers of porcelain"
"cincin tetes lilin","candle drip rings"
"patung kecil (arca kecil) dari porselen",-
"kertas untuk memanggang","paper baking cases"
"mangkok kertas untuk memanggang","paper baking cups"
"Rak Piring",-
"botol vakum","vacuum bottles"
Gayung,-
"kotak jendela terbuat dari logam","window boxes made of metal"
Klakat,-
"Ringkok (Mangkok)",-
Talenan,-
"ornamen dalam bentuk mini yang terbuat dari tembikar","ornaments in miniature form made of earthenware"
"ornamen yang terbuat dari kaca","ornaments made of glass"
"ornamen [patung] terbuat dari kristal","ornaments [statues] made of crystal"
"botol anggur membuai","wine bottle cradles"
"tatakan gelas anggur dari logam mulia","wine coasters of precious metal"
"penuang anggur","wine pourers"
"model kendaraan [ornamen] terbuat dari porselen","model vehicles [ornaments] made of porcelain"
"kepala pel","mop heads"
"pemegang tusuk gigi dari logam mulia","toothpick holders of precious metal"
"cincin handuk","towel rings"
"kios jari untuk membersihkan rongga mulut, langit-langit mulut, gigi atau protesa gigi","finger-stalls for cleaning the oral cavity, the palate, the teeth or dental prostheses"
"tempat sampah untuk keperluan rumah tangga","trash containers for household purposes"
"membersihkan sarung tangan dari kain","cleaning mitts of fabric"
"scuttles batubara","coal scuttles"
"coaster dari logam mulia","coasters of precious metal"
"pendorong kopi","coffee plungers"
"layanan kopi, bukan dari logam mulia","coffee services, not of precious metal"
"paket dingin untuk makanan dan minuman dingin","cold packs for chilling food and beverages"
"wadah kompos untuk keperluan rumah tangga","compost containers for household purposes"
"mangkuk bunga dari logam mulia","flower bowls of precious metal"
"perangkap terbang","fly traps"
"memasak kantong mesh, selain untuk microwave","cooking mesh bags, other than for microwaves"
"mozaik dari ubin gelas dan keramik, bukan untuk konstruksi","mosaics of glass and ceramic tiles, not for construction"
"Panci bertekanan (otoklaf)",-
"spatula kosmetik untuk digunakan dengan sediaan obat menghilangkan rambut","cosmetic spatulas for use with depilatory preparations"
"Wadah botol kecil tempat minyak dan cuka","cruet sets for oil and vinegar"
"rol fondant","fondant rollers"
"wadah makanan untuk hewan ternak","food containers for domestic animals"
"bantalan eksfoliasi kaki","foot exfoliating pads"
"stoples untuk memasak minyak, kosong","jars for cooking grease, empty"
"kendi dari logam mulia","jugs of precious metal"
"sendok es krim","ice cream scoops"
"sendok es","ice scoops"
"Alat Iistrik untuk menarik dan membunuh serangga",-
"perkakas pegangan untuk kumparan yang mengandung substansi-substansi pembasmi serangga",-
"perangkap serangga",-
"alat elektrik untuk membasmi nyamuk dan serangga",-
"Alat Iistrik yang dapat menguap untuk keperluan mengusir nyamuk dan serangga",-
"Tutup gelas plastik berbentuk cembung",-
"Tutup gelas plastik berbentuk datar",-
Bakul,-
Baskom,basins
Besek,-
Bongsang,-
Bungbung,-
Centong,-
"Peralatan makan dari keramik","Porcelain tableware"
Mangkok,Bowls
Dulang,-
Gentong,-
"Ketel Bukan Listrik",-
Langseng,-
Loyang,-
Pendaringan,-
"Sapu Duk (Sapu Ijuk)",-
"Serit (Sisir Rambut)",-
"Sie (Kotak Sayuran)",-
Tatakan,-
"Tolok (Tempat Menyimpan Hasil Tangkapan Ikan)",-
"kabaret [nampan] dari logam mulia","cabarets [trays] of precious metal"
"sikat kue","cake brushes"
"tempat lilin, non-listrik","candelabra, non-electric"
"alat pemadam lilin","candle extinguishers"
"kotak permen","candy boxes"
"stoples permen","candy jars"
sumpit,chopsticks
"juicer jeruk","citrus juicers"
"membersihkan sisir","cleaning combs"
"sikat pakaian","clothes brushes"
"penggiling kopi, dioperasikan dengan tangan","coffee grinders, hand-operated"
"sendok kopi untuk keperluan rumah tangga","coffee scoops for household purposes"
"sisir untuk menyisir rambut ke belakang","combs for back-combing hair"
"kendi krim","cream jugs"
"set pecah belah","crockery sets"
"barang pecah belah dari tanah",-
"tempat lilin dari logam mulia",-
"instrumen pembersih, dioperasikan dengan tangan","cleaning instruments, hand-operated"
"Tempat kertas toilet","Toilet paper holder"
"Tatakan gelas, bukan dari kertas dan selain kain linen","Coasters, not of paper and other than table linen"
Gelas,Glasses
"Peralatan masak",cookware
"Panci presto",-
"pendingin portable, bukan listrik","portable coolers, non-electric"
"Alat untuk pengolahan makanan dan Minuman untuk keperluan rumah tangga (tidak memakai listrik)","Apparatus for food and drink processing for household purposes (other than electric)"
"Kuas untuk kosmetik","Applicators for cosmetics"
"Wadah untuk menu tambahan terutama terdiri dari daging, ikan, unggas/sayuran","Containers for prepared side dishes consisting primarily of meat, fish, poultry or vegetable"
"kursi toilet untuk anak-anak","potty chair for children"
"tempat sampah","trash can"
"piring sabun","soap dish"
"spon mandi","shower sponge"
"raket nyamuk","mosquito rackets"
"Tas dan wadah terisolasi untuk makanan atau minuman untuk penggunaan rumah tangga","insulated bags and containers for food or beverages for domestic use"
"Toples Kaca","Glass containers"
"Kaleng/kotak kecil khusus untuk menyimpan teh","tea caddies"
"wadah es","ice buckets"
"bak mandi untuk anak-anak","bath tub for children"
"piring dari logam mulia","plates of precious metal"
"tempat serbet",-
"sendok sayur [peralatan meja makan]",-
"Cangkir kertas atau plastik",-
"Piring makan",-
"kain pel",-
"Jepitan pakaian",-
"Lap pembersih",-
"Kristal (Barang pecah belah)",-
"Parutan (alat rumah tangga)",-
"Wajan ceper (peralatan masak)",-
"Tempat tisu kamar mandi",-
Ulekan,-
Piring,Plates
"Cangkir kopi dan cawan","Coffee cup and saucer sets"
"Cangkir teh","Tea cup sets"
"Botol aluminium","Aluminium bottles"
"Tatakan gelas, bukan dari kertas","Coasters not of paper"
"penutup makanan",-
"Peralatan makan, peralatan masak dan wadah untuk keperluan dapur atau rumah tangga","Tableware, cookware and containers for kitchen or household purposes"
"Guci dapur [bukan dari logam mulia]","Kitchen urns [not of precious metal]"
"pot tanah","Earthen pots"
"Semprotan parfum","Perfume sprayer"
"benang untuk gigi","tooth flosses"
"panci dan wajan untuk masak","pots and pans for cooking"
"keranjang sampah",wastebasket
"Tongkat untuk Pemasangan Lampu",-
"teko air",-
"loyang kue",-
"loyang panggang",-
"wadah penyimpan keperluan rumahtangga",-
"wadah penyimpan makanan",-
"baki keperluan rumah tangga",-
"wadah hidangan makanan",-
"tempat menyimpan binatu",-
"Pendingin listrik non-listrik","Non-electric portable coolers"
"keranjang binatu",-
"botol, khususnya botol plastik","bottles, in particular plastic bottles"
"botol minum","drinking bottles"
"wadah minuman","drinks containers"
"peralatan makan untuk di meja, peralatan masak dan wadah","tableware, cookware and containers"
"barang-barang keperluan kamar mandi",-
"barang-barang mandi shower",-
"kain lap, kain penyeka dan kulit dari chamois, semua untuk keperluan membersihka",-
"alat pengeruk es",-
"wol kawat baja",-
"peralatan dan barang-barang berongga non logam, termasuk botol air, ketel non elektrik, peralatan pembawa air untuk berkemah dan piknik serta nampan piknik dari logam",-
"pegangan cangkir",-
"peralatan penyaluran dan dispenser",-
"peralatan penghalau bau untuk keperluan pribadi",-
"kotak sampah untuk hewan peliharaan rumah tangga","litter boxes for household pets"
"gelas dari bahan organik (daun jati)",-
"piring dari bahan organik (pelepah pinang)",-
"kuas file","file brushes"
"gelas grappa","grappa glasses"
"Sikat Maskara","Mascara brushes"
"mendukung panggangan","grill supports"
"penekan bawang putih yang dioperasikan dengan tangan [peralatan dapur]","hand-operated garlic presses [kitchen utensils]"
"ornamen liburan dari porselen, selain ornamen pohon","holiday ornaments of porcelain, other than tree ornaments"
"waterer hewan ternak yang diaktifkan","animal-activated livestock waterers"
"peralatan kue","baking utensils"
"keranjang untuk penggunaan rumah tangga, dari logam mulia","baskets for domestic use, of precious metal"
"cangkir biodegradable","biodegradable cups"
"sikat penghitam","blacking brushes"
"botol tuangkan","bottle pourers"
"snifter brendi","brandy snifters"
"sikat untuk membersihkan roda mobil","brushes for cleaning automobile wheels"
"jarum suntik tanaman","plant syringes"
"bentuk pop freezer plastik","plastic freezer pop forms"
"piring untuk mencegah susu mendidih","plates to prevent milk boiling over"
"peti es portabel, non-listrik, untuk makanan dan minuman","portable ice chests, non-electric, for food and beverages"
"menuangkan semburan","pouring spouts"
"kaca ditekan","pressed glass"
"hidangan ramekin","ramekin dishes"
"tempat sampah daur ulang, bukan dari logam, untuk keperluan rumah tangga","recycling bins, not of metal, for household purposes"
"cangkir yang dapat digunakan kembali dengan chip cerdas bawaan untuk pembayaran tanpa kontak","reusable cups with built-in smart chips for contactless payments"
"rolling pin, domestik","rolling pins, domestic"
"mangkuk salad, bukan dari logam mulia","salad bowls, not of precious metal"
"piring untuk pot bunga","saucers for flower pots"
"model skala [ornamen] dari cina","scale models [ornaments] of china"
"Spons gosok untuk mencuci piring","scrub sponges for washing dishes"
"alat-alat untuk menyajikan makanan","serving utensils"
"sikat penggosok kapal","ship-scrubbing brushes"
"botol siphon untuk air berkarbonasi","siphon bottles for carbonated water"
"meja centrepieces [ornamen] terbuat dari kaca","table centrepieces [ornaments] made of glass"
"tankard, bukan dari logam mulia","tankards, not of precious metal"
"piring-piring melayani berjenjang","tiered serving platters"
"Pembersih debu","Air duster"
"spons untuk pembersih dan rumah tangga",-
"keranjang roti rumah tangga",-
sikat,-
"baki peralatan makan",-
"arca [patung-patung] dari porselen, keramik, tembikar atau kaca",-
"set mug",-
"Wadah makanan untuk hewan peliharaan rumah tangga","Feeding vessels for household pets"
"wadah makanan dari bahan organik (daun jati)",-
"bejana air suci dari logam mulia","holy water vessels of precious metal"
"alat untuk memoles lilin, non-listrik","apparatus for wax-polishing, non-electric"
"keranjang untuk penggunaan rumah tangga, bukan dari logam mulia","baskets for domestic use, not of precious metal"
"piring berbasis bubur kertas biodegradable","biodegradable paper pulp-based plates"
"panci broiler","broiler pans"
"Sikat gigi, peralatan dan perkakas untuk kebersihan dan perawatan gigi, lidah dan gusi","Toothbrushes, utensils and articles for cleaning and the care of teeth, tongues and gums"
"tusuk gigi, tempat sikat gigi dan tempat tusuk gigi, bukan terbuat dari logam, benang gigi, peralatan keperluan kamar mandi","toothpicks, toothbrush and toothpick holders, none being of precious metals, dental floss, toilet utensils"
"Wadah terbuat dari tempurung kelapa untuk keperluan rumah tangga",-
"Sedotan Lipat",-
"Pemegang untuk sikat gigi","Holders for toothbrushes"
"kulit kambing gunung untuk pembersih",-
"sedotan kertas","paper straw"
"sikat untuk membersihkan instrumen medis","brushes for cleaning medical instruments"
"ornamen porselen","porcelain ornaments"
"tankards dari logam mulia","tankards of precious metal"
"penutup kotak tisu dari keramik","tissue box covers of ceramic"
"kendi kecil","small jugs"
"kaca pelat halus [produk setengah jadi]","smoothed plate glass [semi-finished product]"
snifter,snifters
"sifon soda","soda siphons"
"manik-manik kaca padat untuk digunakan sebagai pengisi senyawa plastik dan karet","solid glass beads to be used as fillers for plastic and rubber compounds"
"penjepit spageti","spaghetti tongs"
"stoples rempah-rempah","spice jars"
"pengocok bumbu","spice shakers"
"Spons untuk membersihkan instrumen medis","sponges for cleaning medical instruments"
"penyemprot untuk membersihkan gusi dan gigi","sprayers for cleaning gums and teeth"
"alat penyiram",sprinklers
"patung-patung porselen, keramik, gerabah, terra-cotta atau kaca","statues of porcelain, ceramic, earthenware, terra-cotta or glass"
"gelas tangkai",stemware
"stoples penyimpanan","storage jars"
"saringan logam mulia","strainers of precious metal"
"mangkuk gula dari logam mulia","sugar bowls of precious metal"
"hidangan sundae","sundae dishes"
"surikogi [alu kayu gaya Jepang]","surikogi [Japanese-style wooden pestles]"
"apusan untuk membersihkan instrumen medis","swabs for cleaning medical instruments"
"jarum suntik untuk menyiram bunga dan tanaman","syringes for watering flowers and plants"
"model mobil [ornamen] terbuat dari terra-cotta","model cars [ornaments] made of terra-cotta"
"model [ornamen] terbuat dari terra-cotta","models [ornaments] made of terra-cotta"
"kotak uang yang terbuat dari logam mulia","money boxes made of precious metal"
"rel handuk dari logam mulia","towel rails of precious metal"
"keranjang kertas bekas","waste paper baskets"
"decanters wiski","whisky decanters"
"barang pecah belah dekoratif","decorative chinaware"
"peralatan rumah tangga","household appliances"
"alat alat kebersihan rumah tangga","household cleaning tools"
"botol insulasi","insulating bottles"
"standar-standar (dudukan) garpu","forks rests"
"sarung-sarung tangan untuk memanggang makanan/daging","barbecue mitts"
"alas-alas yang tidak lengket untuk memasak pada kisi-kisi/grill pemanggang untuk digunakan pada kisi-kisi/grill pemanggang","non-stick barbecue grill cooking mats for use on grills"
"perkakas-perkakas pemanggang roti (tanpa listrik)","non-electric toasters"
"Sendok-sendok masak","Cooking spoons"
"baki sampah untuk hewan peliharaan","litter trays for pets"
"sumpit sekali pakai","disposable chopsticks"
"wadah minuman berisolasi","insulated beverageware"
"patung dari vinil","figurines of vinyl"
"Sabut pembersih berbahan stainless",-
"piala yang terbuat dari porselen, keramik atau kaca","trophies made of porcelain, ceramic or glass"
"Botol olahraga","sports bottles"
"Pegangan lengan isolasi untuk kaleng minuman dan botol","Insulating sleeve holders for beverage cans and bottles"
"Jepitan pakaian",clothes-pins
"lap pembersih","cleaning wipes"
"kain penutup peralatan rumah tangga dan dapur","covers for household or kitchen utensils"
"lap pembersih untuk peralatan makan","cloths for wiping tableware"
"lap pembersih untuk sekali pakai","disposable cloths for wiping"
"lap pembersih dari bahan tekstil","textile wiping cloths"
"Sikat gigi (manual dan listrik)","Toothbrushes (manual and electric)"
"baskom cuci (mangkok, bukan bagian dari instalasi sanitasi)","wash basins (bowls, not parts of sanitary installations)"
"kotak makan siang terisolasi termal","thermal insulated lunch boxes"
"botol terisolasi termal","thermal insulated bottles"
"perkakas dan wadah dan dispenser untuk rumah tangga, dapur, kosmetik atau wewangian (bukan dari logam mulia atau dilapisi dengannya)","household, kitchen, cosmetics or perfumery, utensils and containers and dispensers (not of precious metal or coated therewith)"
"keranjang sampah","waste baskets"
"Mug keramik; tempat bumbu, untuk penggunaan rumah tangga; sisir; cangkir; wadah minum terbuat dari gelas dan plastik; sikat gigi listrik dan non-listrik; kotak makan siang; piring; wadah sikat gigi; spons mandi; toilet kecil untuk anak-anak, semua barang di atas untuk anak-anak dan berhubungan dengan dan/atau berkaitan dengan koleksi boneka dan/atau aksesoris boneka","Ceramic mugs; condiment holders, for household use; combs; cups; drinking vessels made of glass and plastic; electric and non-electric toothbrushes; lunch boxes; plates; and toothbrush holders; bath sponges; potties for children, all the foregoing for children and related to and/or in association with collectible dolls and/or doll accessories"
"Sikat gigi dan benang interdental","Interdental brushes and floss"
"tempat bedak dijual kosong","compacts sold empty"
"tempat kotak jus","juice box holders"
"wadah penyimpanan untuk rumah tangga dari plastik","plastic household storage containers"
"bahan reflektif terbuat dari kaca untuk menangkap cahaya","sun catchers made of glass"
"Pembuat kopi non-listrik","Non-electric coffee makers"
"Kemasan wadah gelas untuk makanan","Packaging glass containers for foods"
"mangkuk yang terbuat dari kertas",-
"Alat Penyemprot Air Untuk Menyiram Bunga Dan Tumbuhan",-
rantang,-
"pencapit makanan",-
"Tempat/wadah sayur",-
"Kotak makanan",-
"Tempat gula",-
"Saringan Kopi, bukan listrik",-
"Pencabut tutup botol",-
"Sarung tangan untuk menggosok",-
"Sarung tangan untuk memasak",-
"Pengocok sayur",-
"Sendok kue tart",-
"Sendok pemoles untuk keperluan dapur",-
"Pemotong/pisau biskuit/kue kecil",-
"Gilingan untuk keperluan rumah tangga dioperasikan secara manual",-
"Tas pelengkapan untuk menjaga suhu dingin atau panas",-
"Tas penyimpanan asi",-
"Tas es",-
"Tas penyimpanan makanan dan minuman","Storage bag for food and beverage"
"Tas dengan lapisan aluminium foil",-
"Tas untuk membawa asi",-
"wadah untuk keperluan rumah tangga","Containers for household use"
"sekat penahan panas untuk memegang kaleng minuman","insulating sleeves for holding beverages cans"
"stoples dan piring untuk lilin","candle holders and plates"
"keranjang cucian","laundry hampers"
"Mug untuk teh dan kopi","coffee and tea mugs"
"Kantung teh","tea balls"
"Saringan dan pembuat teh","Strainers and infusers"
"Keranjang yang terbuat dari anyaman, logam, kain untuk keperluan rumah tangga","baskets of wicker, metal, wood, cloth for household purposes"
"Sikat untuk keperluan pribadi","brushes for personal use"
"Gelas patung","figurines of glass"
"Gelas toples berdekorasi","decorative glass jars"
"Tabung-tabung dan kotak-kotak","canisters and boxes"
"Sapu lantai",-
"Sapu dinding",-
"Serok penggorengan",-
"Sendok kaleng sampah",-
"Sikat debu mantel","dust coat brush"
"mangkuk getah",-
"Kemasan wadah gelas untuk minuman","Packaging glass containers for beverage"
"Wadah minuman (tumblers)",tumblers
"Kain untuk pembersih kacamata","Glasses cleaning cloth"
"Insulated bags for carrying food items","Tas terisolasi untuk membawa barang-barang berupa makanan"
"Alat penyuguh kopi dan teh (Bukan dari logam mulia)",-
"Alat pembersih lidah","Tongue cleaners"
"Sikat interdental dengan kuas dan pegangan","Interdental brushes with brush and handle"
"Sikat pembersih lidah","Tongue cleaner brush"
"Perangkap untuk memonitor nyamuk",-
"Pengganti kepala sikat gigi","Toothbrush replacement heads"
"alat penyiram untuk menyiram bunga dan tanaman","Sprinklers for watering flowers and plants"
"Sapu lidi",-
"Penekan kopi",-
"Teko teh",-
"Kain pembersih, khususnya dalam bentuk gulungan, dan juga wadah untuk mengeluarkan untuk tissue, khususnya dispenser kain pembersih","Wiping cloths, particularly in roll form, as well as dispensing containers for tissues, particularly wiping cloth dispensers"
"Perangkat yang digunakan di bar, yaitu alat pembuka botol, pengocok koktail, dekanter, wadah botol wine, alat pembuka botol wine, alat pendingin untuk wine bukan listrik","Barware, namely, bottle openers, cocktail shakers, decanters, wine buckets, wine openers, coolers for wine non-electric"
"Sikat gigi dengan ujung berumbai","End-tufted toothbrushes"
"Sikat gigi untuk gigi buatan","Artificial tooth brush"
"Periuk  (pot) panas bukan dipanaskan listrik","Hot pots, not electrically heated"
"Kotak krim kosmetik","Cosmetic cream cases"
"kain untuk membersihkan debu dan untuk membersihkan","cloths for dusting and cleaning"
"Dispenser untuk krim perawatan kulit","Dispensers for skin creams"
"Perlengkapan memasak yang dapat dibawa-bawa untuk penggunaan di luar rumah","Portable cooking kits for outdoor use"
"Kandang untuk membawa hewan peliharaan","Cages for carrying pets"
"Peralatan untuk mengambil kotoran hewan","Utensils for picking up animal excrement"
"Bak mandi plastik yang dapat dipindah untuk hewan peliharaan","Portable plastic bath tubs for pets"
"Lap smartphone kering sebagai aksesori smartphone","Dry smartphone wipes as accessories of smartphones"
"Panci gerabah (kaca) tahan panas","Heatproof earthenware(glass) pans"
"Alat memasak yang menggunakan uap (bukan listrik)","Cooking steamers (non-electric)"
"Kotak dingin portabel bukan listrik","Non-electric portable cold boxes"
"Pengaduk untuk air bak mandi air panas (yukakibo)","Stirrers for hot bathtub water (yukakibo)"
"Kemasan pemanas atau pendingin yang diisi dengan bahan kimia yang siap bereaksi bila diperlukan","Heating or cooling packs filled with chemical substances ready to react when required"
"Wadah kemasan industri dari kaca atau porselin","Industrial packaging containers of glass or porcelain"
"Botol kemasan industri dari plastik","Industrial packaging bottles of plastics"
"Gelas minum dalam bentuk tumbler teh","drinking glasses in the nature of tea tumblers"
"Botol minum dijual kosong","drinking bottles sold empty"
"Pot teh non-listrik","non-electric tea pots"
"Perendam daun teh non-elektrik, poci teh","non-electric tea infusers, tea pitchers"
"Botol kaca (wadah)","Glass vials (receptacles)"
"Wadah minuman dijual kosong","beverage containers sold empty"
"Tabung teh","tea canisters"
"perkakas-perkakas dan alat-­alat untuk membersihkan",-
"kotak gula bukan dari logam mulia",-
"Tutup gelas",-
"tatakan gelas",-
"wadah penyimpanan rumah tangga untuk makanan hewan","household storage containers for pet food"
"Bantalan pembersih","Cleaning pads"
"botol air dingin terisolasi",-
"cincin untuk menggantung handuk [perlengkapan kamar mandi]","rings for towels [bathroom fittings]"
"tongkat es loli (popsicle)","popsicle sticks"
"botol minum terisolasi","drinking flasks"
"wajan [peralatan memasak]","griddles [cooking utensils]"
"cetakan [peralatan dapur]","moulds [kitchen utensils]"
"flosser air","water flossers"
"panci masak non-listrik","non-electric cooking pots"
"penggilas adonan","rolling pins"
"pengusir hama ultrasonik","ultrasonic pest repellers"
"perangkat pengusir nyamuk ultrasonik","ultrasonic mosquito repellent devices"
"Wadah diffuser untuk pengusir serangga","Diffuser vessels for insect repellents"
"klip makanan bukan dari logam untuk
menyegel makanan","food clips not of metal for sealing food"
"Botol terisolasi terbuat dari logam mulia","Flasks of precious metal"
"botol terisolasi*",flasks*
"Botol terisolasi yang diletakkan dipinggul","hip flasks"
trivet,trivets
"tempat sampah","trash cans"
"botol terisolasi, bukan dari logam mulia","flasks, not of precious metal"
"penggorengan, non-listrik","frying pans, non-electric"
"botol terisolasi termal untuk keperluan rumah tangga","thermally insulated flasks for household purposes"
"kotak rias yang terpasang","fitted vanity cases"
"wadah nasi terisolasi",-
"tongkat untuk permen beku","sticks for frozen confectionery"
"botol minum terisolasi untuk orang yang melakukan perjalanan","drinking flasks for travellers"
"Botol gelas",-
"sikat untuk sepatu","brushes for shoes"
"botol terisolasi termal","thermal insulated flasks"
"tempat sabun batangan","soap dishes"
"Teko teh","tea pots"
"mug minum","drinking mugs"
"Botol galon air",-
"pengering piring","dish drainers"
"alat parutan",zesters
